case_id,court,judge,case_type,year,complexity,legal_domain,outcome,plaintiff_win_probability,description
,Calcutta High Court,,,,,,dismissed,,"prayer for regular <b>bail</b> a person would again pray for <b>anticipatory</b> <b>bail</b> during the subsistence of the earlier order of <b>anticipatory</b> <b>bail</b>. This ... <b>anticipatory</b> <b>bail</b> (outer limit prescribed by the order of <b>anticipatory</b> <b>bail</b>) to move the higher Court. Where, however, the regular <b>bail</b> <b>application</b> is rejected "
,Gujarat High Court,,,,,,allowed,,second successive <b>anticipatory</b> <b>bail</b> <b>application</b>. Said <b>application</b> was finally disposed of on 16-7-2004 whereby <b>anticipatory</b> <b>bail</b> was granted in favour of the respondent ... granted <b>anticipatory</b> <b>bail</b> for a period of 90 days. It is required to be noted that the first successive <b>anticipatory</b> <b>bail</b> <b>application</b> in the court 
,Allahabad High Court,,,,,,allowed,,"rule that <b>anticipatory</b> <b>bail</b> cannot be granted unless the proposed accusation appears to be actuated by mala fides; and equally, that <b>anticipatory</b> <b>bail</b> must ... should be granted <b>anticipatory</b> <b>bail</b>. The first and foremost thing that the court hearing an <b>anticipatory</b> <b>bail</b> <b>application</b> should consider is the prima facie case "
,Allahabad High Court,,,,,,dismissed,,"granted <b>anticipatory</b> <b>bail</b>/interim <b>anticipatory</b> <b>bail</b>. It is argued that as such the applicant is also entitled to be released on <b>anticipatory</b> <b>bail</b> ... been granted <b>anticipatory</b> <b>bail</b>/interim <b>anticipatory</b> <b>bail</b>, the same are not binding on this Court. While rejecting the first <b>anticipatory</b> <b>bail</b> <b>application</b>, the Court "
,Allahabad High Court,,,,,,dismissed,,"date of filing <b>anticipatory</b> <b>bail</b>, therefore, to me such bar could not restrain the present applicant to file his <b>anticipatory</b> <b>bail</b> <b>application</b> before this Court ... vehemently opposed the prayer of <b>anticipatory</b> <b>bail</b> and have submitted that just after rejection of <b>anticipatory</b> <b>bail</b> <b>application</b> by the learned sessions court the applicant "
,Allahabad High Court,,,,,,dismissed,,"<b>anticipatory</b> <b>bail</b> on the ground that proceedings under  Section 82  Cr.P.C. were initiated subsequent to the filing of the <b>anticipatory</b> <b>bail</b> <b>application</b> ... been completed, then he is not entitled for <b>anticipatory</b> <b>bail</b>, as such the present <b>anticipatory</b> <b>bail</b> <b>application</b> is liable to be rejected.  
  
 12.	Learned "
,Delhi High Court,,,,,,dismissed,,"petitioners made a 3rd attempt for grant of

       <b>anticipatory</b>       <b>bail</b>   by   filing   <b>bail</b>   <b>application</b>    bearing

       No.1964/2010 which was dismissed as withdrawn while

       reserving ... VIth <b>Application</b>


 <b>Bail</b> Appl. No.1135/2011                                       Page 13 of 21 
    10.    After    withdrawal   of the   so   called misleading first     <b>bail</b>

       <b>application</b> another <b>anticipatory</b> <b>bail</b> "
,Delhi District Court,,,,,,dismissed,,"whether he had filed any case

       under  Section <b>138</b>  <b>NI</b> <b>Act</b> for <b>cheque</b> <b>bouncing</b>. He denied the suggestion

       that the accused Deepak Arora ... submitted that the complainant has not filed any case

       under  Section <b>138</b>  <b>NI</b> <b>Act</b>. Further no recovery of the books or the alleged

       sale amount "
,Rajasthan High Court - Jaipur,,,,,,dismissed,,"Chatar Lal vs <b>Motor</b> <b>Accident</b> <b>Claims</b> <b>Tribunal</b> on 5 December, 1996 

 Equivalent citations: 1997(1)WLC560, 1996(2)WLN322 

 Author:  R.R. Yadav  

 Bench ... Heard.
  

 2. Perused the order impugned dated 3.10.1996 passed by <b>Motor</b> <b>Accident</b> <b>Claims</b> <b>Tribunal</b>, Rajsamand rejecting the application of the petitioner for leave to withdraw "
,Bombay High Court,,,,,,dismissed,,"petitioner is seeking to challenge the order passed by the <b>Motor</b> <b>Accident</b> <b>Claims</b> <b>Tribunal</b>, Buldana on 14-3-1995 rejecting the application filed ... petitioner prayed for time to study the matter whether the <b>Motor</b> <b>Accident</b> <b>Claims</b> <b>Tribunal</b> is a &#x27;Court subordinate&#x27; under  section "
,Rajasthan High Court - Jaipur,,,,,,dismissed,,"respondent 1), reduced the quantum of compensation awarded by the <b>Motor</b> <b>Accident</b> <b>Claims</b> <b>Tribunal</b>, Jodhpur in each case and also dismissed the cross objections filed ... petitions before the <b>Motor</b> <b>Accident</b> <b>Claims</b> <b>Tribunal</b>, Jodhpur (for short &#x27;the <b>Claims</b> <b>Tribunal</b>&#x27;) under the provisions of the  <b>Motor</b> Vehicles Act, 1939  against "
,Bangalore District Court,,,,,,dismissed,,"<b>Arbitration</b> &amp; Conciliation Act. Thus, the

<b>challenge</b> by the Petitioner calling for the setting aside of

arbitral <b>award</b> on this ground is rejected ... evidence fully participated in the <b>arbitration</b>

proceedings     without   any    objection   in   the   <b>arbitration</b>

proceedings, now he raised objection <b>challenged</b> the plaintiff

is   estopped   from   raising "
,Bangalore District Court,,,,,,allowed,,"setting

aside the <b>arbitration</b> <b>award</b>.
 
      12. According to the  Section 34(2)  of the <b>Arbitration</b>

&amp; Conciliation Act, an <b>arbitration</b> <b>award</b> can be set aside ... case of

plaintiff that the <b>arbitration</b> agreement which resulted in

<b>arbitration</b> <b>award</b> under <b>challenge</b> is invalid agreement

under law. Hence, there is no need "
,Supreme Court of India,,,,,,dismissed,,"<b>arbitration</b>  in
terms of the <b>arbitration</b> clause in the agreement between the
parties.   There  being however, no dispute, as regards	 the
<b>arbitration</b> clause, we deem ... account of  interest
was  rejected.	 It  is	 this	Arbitral  <b>award</b>	 which	 was
<b>challenged</b>  before  High Court and the learned Single  Judge
found  that "
,Allahabad High Court,,,,,,allowed,,"relief of <b>specific</b> <b>performance</b> can be granted in favour of the petitioners. Mere pendency of suits for <b>specific</b> <b>performance</b> of <b>agreements</b> to sell will ... decree in a suit for <b>specific</b> <b>performance</b>. The damages can be awarded in a suit for <b>specific</b> <b>performance</b> only in case, the plaintiff succeeds "
,Andhra Pradesh High Court - Amravati,,,,,,dismissed,,"available. In these circumstances, the plaintiffs filed a

suit for <b>specific</b> <b>performance</b> of <b>agreement</b> of sale.


  5.    The defendants filed a written statement by denying ... therefore, the plaintiffs are not

entitled to the relief of <b>specific</b> <b>performance</b> of <b>agreement</b> of sale and the

suit is liable to be dismissed "
,Supreme Court of India,,,,,,allowed,,"Court with unclean  hands,  the  discretionary
relief of grant of <b>specific</b> <b>performance</b> of <b>agreement</b> ought not to have  been
granted to such plaintiff and instead ... favour of the plaintiff by passing a decree  for  <b>specific</b>
<b>performance</b> of <b>agreement</b> against the defendant.
  44)   In our view, none of these findings could "
,Supreme Court of India,,,,,,allowed,,"suit for <b>specific</b> <b>performance</b> was allowed, in part, holding that

the Vendee, was not entitled to seek <b>specific</b> <b>performance</b> of the

<b>agreement</b> in respect ... provides:
 
             10. <b>Specific</b> <b>performance</b> in respect of contracts.-
              The <b>Specific</b> <b>performance</b> of a contract shall be enforced
            by the court subject to the provisions contained "
,Andhra HC (Pre-Telangana),,,,,,allowed,,"<b>specific</b> <b>performance</b> can be granted and discussed what are the
requirements to grant decree of <b>specific</b> <b>performance</b> and held that
plaintiff to seek <b>specific</b> <b>performance</b> ... made out, <b>specific</b> <b>performance</b> could be enforced as
provided in the Act even in the absence of a <b>specific</b> term for
<b>specific</b> <b>performance</b> "
,Delhi High Court,,,,,,allowed,,"respondent, was illegal
                          and for a decree of <b>specific</b> <b>performance</b> of the <b>agreement</b>, along with
                          injunction. The learned Trial Court decreed the suit as sought ... <b>agreement</b> was in its nature
                          determinable, a decree for <b>specific</b> <b>performance</b> of the <b>agreement</b>
                          could not be issued, in view of  Section "
,Bombay High Court,,,,,,allowed,,"<b>performance</b> of the <b>agreement</b> of sale incorporated in Clause 17 to 21 thereof. He held that the document incorporated three distinct <b>agreements</b>: (i) an <b>agreement</b> ... persons claiming under; him to obtain <b>specific</b> <b>performance</b> of the <b>agreement</b>. If <b>specific</b> <b>performance</b> be granted by the Court, the right may crystallise into "
,Madras High Court,,,,,,allowed,,rites and that the <b>minor</b> <b>child</b> is Hindu by birth. If the <b>minor</b> <b>child</b> is allowed to be in the <b>custody</b> of the respondents that ... <b>minor</b> <b>child</b>. The <b>minor</b> <b>child</b> expressed her willingness to be with the respondents herein. The welfare of the <b>minor</b> <b>child</b> is of paramount consideration. Considering 
,Madras High Court,,,,,,allowed,,"rites and that the <b>minor</b> <b>child</b> is Hindu by birth. If the <b>minor</b> <b>child</b> is allowed to be in the <b>custody</b> of the respondents, that ... <b>minor</b> <b>child</b>. The <b>minor</b> <b>child</b> expressed her willingness to be with the respondents herein. The welfare of the <b>minor</b> <b>child</b> is of paramount consideration. Considering "
,Andhra HC (Pre-Telangana),,,,,,dismissed,,"right to claim the <b>custody</b> of the <b>minor</b> <b>child</b> without reference to the welfare of the <b>minor</b> <b>child</b> must, therefore, be rejected,  
 

   12. Normally, there ... <b>child</b>. The learned District Judge held that considering the welfare of the <b>minor</b> <b>child</b> the <b>child</b> should be continued to be in the <b>custody</b> "
,State Consumer Disputes Redressal Commission,,,,,,allowed,,"fuEu fu/kkZfjr fd;k gS %&amp;
                     <b>Medical</b> <b>Negligence</b> -- Sought <b>compensation</b>--Allowed -
                     Validity--Held--Since O.P. had tried to hush up the matter ... Consumer Protection -Service--<b>Medical</b>
                    Practitioners/ services -- <b>Medical</b> <b>negligence</b> - Expert opinion
                    of prima facie <b>negligence</b>, if a precondition for Consumer
                    Forum to proceed with a case "
,Jharkhand High Court,,,,,,dismissed,," The State Of Jharkhand vs Sukhlal @ Prabir Murmu @ Pravir Da @ ... on 17 July, 2025 

 Author "
,Bombay High Court,,,,,,dismissed,, The State Of Mah. Thr. Psops Hivarkhed ... vs Haribhau Rajaram Telgote And 2 Others on 
,Constituent Assembly Debates,,,,,,dismissed,,"<b>Supreme</b> <b>Court</b> in 
<b>criminal</b> cases, and if so, in what circumstances.
 
 


 I think there is a consensus of opinion that the <b>Supreme</b> <b>Court</b> shall have ... High <b>Court</b> which 
increases the sentences, an <b>appeal</b> to the third <b>court</b>-the <b>Supreme</b> <b>Court</b> of 
India-should be <b>allowed</b> to the accused. With these "
,Karnataka High Court,,,,,,dismissed,," Somanath @ Somashekhar S/O Mahadevappa ... vs The State Of Karnataka on 13 August, 2020 

 Author "
,Delhi High Court,,,,,,allowed,,"<b>Supreme</b> <b>Court</b>. The Apex <b>Court</b> <b>allowed</b> the same and the
<b>appeal</b> was registered as <b>Criminal</b> <b>Appeal</b> No.1678/2012. The <b>Supreme</b>
<b>Court</b>, by its order ... final decision of the
<b>Supreme</b> <b>Court</b> in its <b>appeal</b> (<b>Crl</b>. <b>Appeal</b> No. 1678/2012). The said
<b>appeal</b> was <b>allowed</b> by an order dated 29th July "
,Patna High Court,,,,,,dismissed,," Amir Singh vs The State Of Bihar on 29 May, 2020 

 Equivalent citations: AIRONLINE 2020 "
,Kerala High Court,,,,,,allowed,,"year each on

     those two counts.
 
 <b>Crl</b>.A. NO. 877 OF 2002

                                    :: 15 ::
 
             185. Accordingly, we <b>allow</b> <b>Crl</b>.A.No.877/02 as

     aforesaid, setting ... <b>Appeals</b>

before the <b>Supreme</b> <b>Court</b> challenging the judgment of the Division

Bench of this <b>Court</b>.     The <b>Supreme</b> <b>Court</b> <b>allowed</b> the <b>Criminal</b>

<b>Appeals</b>, set aside "
,Allahabad High Court,,,,,,allowed,,"present case, we have already noticed that both the Trial <b>Court</b> and the High <b>Court</b> have proceeded on the basis of substantial compliance and there ... given to the appellants. The Hon&#x27;ble <b>Supreme</b> <b>Court</b> <b>allowed</b> the <b>criminal</b> <b>appeal</b> preferred by the accused/appellant against the judgment of High <b>Court</b> "
,Andhra HC (Pre-Telangana),,,,,,dismissed,,High <b>Court</b> of Allahabad dismissed the petition. The <b>Supreme</b> <b>Court</b> while <b>allowing</b> the <b>appeal</b> quashed the <b>criminal</b> prosecution. The <b>Supreme</b> <b>Court</b> also observed that whether ... <b>criminal</b> proceedings. The High <b>Court</b> declined to quash the proceedings and the matter was carried to <b>Supreme</b> <b>Court</b>. The <b>Supreme</b> <b>Court</b> <b>allowed</b> the <b>appeal</b> holding 
,Madras High Court,,,,,,dismissed,,"Nallakaman filed

                     <b>Crl</b>.R.C.Nos.1245 and 1288 of 2003 before this <b>Court</b>. Premkumar and

                     others preferred <b>appeals</b> in <b>Crl</b> ... preferred

                     <b>Crl</b>.A.No.692 of 2007 before the Hon&#x27;ble <b>Supreme</b> <b>Court</b> and the said

                     <b>Criminal</b> <b>Appeal</b> was <b>allowed</b> "
,Karnataka High Court,,,,,,dismissed,,"findings of the Trial <b>Court</b> and the
         High <b>Court</b> and nothing has been brought to the notice of the
         <b>Supreme</b> <b>Court</b> to justify interference ... under taken by the
         <b>Supreme</b> <b>Court</b>.
 
             <b>Appeal</b> <b>allowed</b> in <b>Criminal</b> <b>Appeal</b> No.36 of 1969 and
          dismissed in <b>Criminal</b> <b>Appeal</b> "
,Punjab-Haryana High Court,,,,,,allowed,,"trial. With
                    the aforesaid directions, the <b>appeal</b> stands <b>allowed</b>.&quot;
 

  11.         The <b>Supreme</b> <b>Court</b> in <b>Criminal</b> <b>Appeal</b> No.1169 of 2022

dated 05.08.2022 titled ... this Order.
                    The <b>appeal</b> is <b>allowed</b> in aforesaid terms.&quot;
 
 
   12.        The <b>Supreme</b> <b>Court</b> in Special Leave to <b>Appeal</b> (<b>Crl</b>.)

No.5769/2022 dated "
,Punjab-Haryana High Court,,,,,,allowed,,"trial. With
                    the aforesaid directions, the <b>appeal</b> stands <b>allowed</b>.&quot;
 

  10.         The <b>Supreme</b> <b>Court</b> in <b>Criminal</b> <b>Appeal</b> No.1169 of 2022

dated 05.08.2022 titled ... this Order.
                    The <b>appeal</b> is <b>allowed</b> in aforesaid terms.&quot;
 
 
   11.        The <b>Supreme</b> <b>Court</b> in Special Leave to <b>Appeal</b> (<b>Crl</b>.)

No.5769/2022 dated "
,Punjab-Haryana High Court,,,,,,allowed,,"trial. With
                    the aforesaid directions, the <b>appeal</b> stands <b>allowed</b>.&quot;
 

  12.         The <b>Supreme</b> <b>Court</b> in <b>Criminal</b> <b>Appeal</b> No.1169 of 2022

dated 05.08.2022 titled ... this Order.
                    The <b>appeal</b> is <b>allowed</b> in aforesaid terms.&quot;
 
 
   13.        The <b>Supreme</b> <b>Court</b> in Special Leave to <b>Appeal</b> (<b>Crl</b>.)

No.5769/2022 dated "
,Punjab-Haryana High Court,,,,,,allowed,,"trial. With the aforesaid directions,
            the <b>appeal</b> stands <b>allowed</b>.&quot;
 
  9.          The <b>Supreme</b> <b>Court</b> in <b>Criminal</b> <b>Appeal</b> No.1169 of 2022

dated 05.08.2022 titled ... this Order.
                    The <b>appeal</b> is <b>allowed</b> in aforesaid terms.&quot;
 
  10.        The <b>Supreme</b> <b>Court</b> in Special Leave to <b>Appeal</b> (<b>Crl</b>.)

No.5769/2022 dated "
,Punjab-Haryana High Court,,,,,,allowed,,"trial. With
                   the aforesaid directions, the <b>appeal</b> stands <b>allowed</b>.&quot;
 

  7.          The <b>Supreme</b> <b>Court</b> in <b>Criminal</b> <b>Appeal</b> No.1169 of 2022

dated 05.08.2022 titled ... this Order.
                     The <b>appeal</b> is <b>allowed</b> in aforesaid terms.&quot;
 
 
   8.         The <b>Supreme</b> <b>Court</b> in Special Leave to <b>Appeal</b> (<b>Crl</b>.)

No.5769/2022 dated "
,Punjab-Haryana High Court,,,,,,allowed,,"trial. With
                    the aforesaid directions, the <b>appeal</b> stands <b>allowed</b>.&quot;
 

  8.          The <b>Supreme</b> <b>Court</b> in <b>Criminal</b> <b>Appeal</b> No.1169 of 2022

dated 05.08.2022 titled ... this Order.
                    The <b>appeal</b> is <b>allowed</b> in aforesaid terms.&quot;
 
 
   9.         The <b>Supreme</b> <b>Court</b> in Special Leave to <b>Appeal</b> (<b>Crl</b>.)

No.5769/2022 dated "
,Punjab-Haryana High Court,,,,,,allowed,,"trial. With the aforesaid
                        directions, the <b>appeal</b> stands <b>allowed</b>.&quot;
            10.   The <b>Supreme</b> <b>Court</b> in <b>Criminal</b> <b>Appeal</b> No.1169 of 2022
         dated 05.08.2022          titled ... this Order.
                          The <b>appeal</b> is <b>allowed</b> in aforesaid terms.&quot;
                  11.      The <b>Supreme</b> <b>Court</b> in Special Leave to <b>Appeal</b>
               (<b>Crl</b>.) No.5769/2022 dated "
,Allahabad High Court,,,,,,dismissed,,"confirmation hearing and the <b>appeal</b> filed by the convict. A <b>criminal</b> <b>appeal</b> was <b>dismissed</b> by the <b>Supreme</b> <b>Court</b> on 15 February 2011.
  
 	At this stage ... convict submitted a letter to the <b>Supreme</b> <b>Court</b> after the <b>Supreme</b> <b>Court</b> had <b>dismissed</b> his <b>criminal</b> <b>appeal</b> on 15 February 2011, seeking a rehearing "
,Delhi High Court,,,,,,dismissed,,"connected matters                                 Page 4
 in <b>Criminal</b> <b>Appeal</b> No. 1837/2013. The <b>Criminal</b> <b>Appeal</b> was <b>dismissed</b> by

the <b>Supreme</b> <b>Court</b> vide order dated 22.11.2013.
 
 
  6.      Another ... fresh consideration. CBI challenged this order in <b>Crl</b>.

<b>Appeal</b> No.1838/2013 in <b>Supreme</b> <b>Court</b> which was <b>dismissed</b> vide order

dated 22.11.2013.  On remand "
,Kerala High Court,,,,,,dismissed,,laid down by  the <b>Supreme</b> <b>Court</b> in the aforesaid decisions is that a <b>criminal</b> <b>appeal</b> cannot be <b>dismissed</b> for default whereas the appellate <b>Court</b> ... observations of the <b>Supreme</b> <b>Court</b> the <b>appeal</b> deserves to be <b>dismissed</b> for want of prosecution.&quot; Though the <b>Supreme</b> <b>Court</b> set aside the order 
,Karnataka High Court,,,,,,dismissed,,"writ petition

has been ultimately <b>dismissed</b>.           The Hon&#x27;ble <b>Supreme</b> <b>Court</b>

has also <b>dismissed</b> the <b>Criminal</b> <b>Appeal</b> and not rendered any
                                      - 31 -
 
 

 finding ... High <b>Court</b> were not answered by the Hon&#x27;ble <b>Supreme</b>

<b>Court</b> and the <b>Criminal</b> <b>Appeal</b> has been <b>dismissed</b>.                        He thus

contended that the judgment "
,Punjab-Haryana High Court,,,,,,dismissed,,"against which the <b>appeal</b> was

<b>dismissed</b> by the Hon&#x27;ble <b>Supreme</b> <b>Court</b> on 08.01.2020 in <b>Criminal</b> <b>Appeal</b>

Nos.1936-1963 of 2019 and also ... <b>Supreme</b> <b>Court</b> by filing

<b>Criminal</b> <b>Appeal</b> no.1936-1963 of 2019. The Hon&#x27;ble <b>Supreme</b> <b>Court</b>

                              26 of 33
             ::: Downloaded "
,Allahabad High Court,,,,,,dismissed,,"<b>Supreme</b> <b>Court</b> and the <b>Supreme</b> <b>Court</b> had <b>dismissed</b> the <b>appeal</b>, therefore, the protest petition could not be accepted and the trial <b>Court</b> could not interfere ... passed by this <b>Court</b> in <b>Criminal</b> Revision No. 2346 of 2008. The <b>Supreme</b> <b>Court</b> vide order dated 13.12.2012 <b>dismissed</b> the said <b>appeal</b>.
  
 6. The petitioner "
,Delhi High Court,,,,,,dismissed,,"<b>Court</b> which passed the

impugned order. Division Bench further opined that once the <b>Supreme</b> <b>Court</b>

has <b>dismissed</b> the convicts&#x27; <b>Criminal</b> <b>Appeal</b> confirming the death ... proceedings before the Trial <b>Court</b>, High <b>Court</b> and the <b>Supreme</b>

<b>Court</b>. Thus, the present petitions deserve to be <b>dismissed</b>.

  31.     Further submits, Rule VIII "
,Punjab-Haryana High Court,,,,,,dismissed,,"<b>appeal</b>. This <b>Court</b> vide judgment

and order dated 16.7.2007 <b>dismissed</b> the same.      The applicant-appellant

preferred Special Leave to <b>Appeal</b> (<b>Criminal</b>), before the <b>Supreme</b> <b>Court</b> ... Leave to <b>Appeal</b> (<b>Criminal</b>) No. 2635-36 of 2010 and leave to <b>appeal</b> was

declined by the <b>Supreme</b> <b>Court</b> vide order dated 5.4.2010. The review "
,Madras High Court,,,,,,dismissed,," Ranganathan And Others vs State on 6 December, 1995 

 Equivalent citations: 1996CRILJ2041 

 JUDGMENT

 

 Janarthanam, J "
,Delhi High Court,,,,,,dismissed,,"again challenged before the
                         Hon‟ble <b>Supreme</b> <b>Court</b> in <b>Criminal</b> <b>Appeal</b> no. 1750/2017 which was
                         <b>dismissed</b> vide order dated 9th October, 2017. Prudent ... <b>Appeal</b> No. 1750/2017
                                    filed by the Petitioner before the Hon&#x27;ble <b>Supreme</b>
                                    <b>Court</b> which was <b>dismissed</b> by the Hon&#x27;ble <b>Supreme</b>
                                    <b>Court</b> "
,Rajasthan High Court - Jaipur,,,,,,dismissed,," Rahul Tyagi And Anr vs State Of Rajasthan Through Pp on 1 August, 2018 

 Bench "
,Uttarakhand High Court,,,,,,dismissed,,"<b>CRL</b>) No.774 of 2019 before this
<b>Court</b> or of the Special Leave to <b>Appeal</b> (<b>Criminal</b>) preferred by him
having been <b>dismissed</b> by the <b>Supreme</b> ... Special Leave to <b>Appeal</b> (<b>Criminal</b>) No.5169 of 2019 filed by him was
<b>dismissed</b> by the <b>Supreme</b> <b>Court</b> on 10.06.2019. Suppression of these
relevant "
,Madras High Court,,,,,,dismissed,,"file of the Honourable <b>Supreme</b> <b>Court</b>.  After hearing the case the <b>Supreme</b> <b>Court</b> has <b>dismissed</b> the <b>Criminal</b> <b>Appeal</b>, observed as follows:
  	&quot;We have heard ... <b>criminal</b> proceedings against the respondent.  We thus find no merit in the <b>appeal</b>. <b>Dismissed</b>.&quot;
 
 	8. Armed with the order passed by the <b>Supreme</b> <b>Court</b> "
,Allahabad High Court,,,,,,dismissed,,"<b>Supreme</b> <b>Court</b> <b>dismissed</b> the <b>criminal</b> <b>appeal</b> filed by Shri Rakesh Singha, it also <b>dismissed</b> his election <b>appeal</b> holding that Shri Singha was disqualified ab initio ... regard to the above judicial pronouncements of the Hon&#x27;ble
<b>Supreme</b> <b>Court</b> and the Hon&#x27;ble High Courts, come to the considered view "
,Calcutta High Court,,,,,,dismissed,,"<b>Criminal</b> <b>Appeal</b> No.

     55 of 2002 and <b>Criminal</b> <b>Appeal</b> No. 54 of 2002 to itself and heard

     the said <b>criminal</b> <b>appeals</b> and said <b>criminal</b> revision ... <b>Supreme</b>

     <b>Court</b> of India in <b>Criminal</b> <b>Appeal</b> Nos. 1191-1194 of 2005. The

     Hon&#x27;ble <b>Supreme</b> <b>Court</b> <b>dismissed</b> the <b>criminal</b> <b>appeals</b>. The

     judgement passed "
,Kerala High Court,,,,,,dismissed,,"<b>Supreme</b>

<b>Court</b> by filing Special Leave to <b>Appeal</b> (<b>Crl</b>) No.5942 of

2012 and that petition was <b>dismissed</b> by the           Hon&#x27;ble

<b>Supreme</b> <b>Court</b> ... Special Leave to

<b>appeal</b> (<b>Crl</b>) No.5942/2012, that Special Leave petition

was <b>dismissed</b> by the Hon&#x27;ble <b>Supreme</b> <b>Court</b> at the

admission stage "
,Supreme Court of India,,,,,,dismissed,,"<b>civil</b> servant for even a
day much less for a month. [351 E-G]



JUDGMENT: 
      <b>CIVIL</b> APPELLATE  JURISDICTION: <b>Civil</b> <b>Appeal</b> No. 1976 of
1977.
       <b>Appeal</b> ... <b>Civil</b> <b>Appeal</b>  as it  would determine the fate of his
Writ Petition  filed in	 the High Court. If the <b>Civil</b> <b>Appeal</b>
is <b>allowed</b>,  his Writ "
,Bombay High Court,,,,,,allowed,,"<b>Civil</b> <b>Appeal</b> Nos. 9155
and 9157 of 2015 and for those contained in
the body of the judgment, the <b>Civil</b> <b>Appeals</b>
are <b>allowed</b>. The impugned ... those indicated while <b>allowing</b>
 <b>Civil</b> <b>Appeal</b> Nos. 9155 and 9157 of 2015,
 the <b>Civil</b> <b>Appeal</b> shall stand <b>allowed</b>. The
 impugned judgment and order "
,Karnataka High Court,,,,,,allowed,,"FILE OF THE LEARNED II
ADDL. SENIOR <b>CIVIL</b> JUDGE, BELGAUM AND <b>ALLOW</b> THIS <b>APPEAL</b>
AND SET ASIDE THE JUDGMENT AND AWARD DATED 28.03.2013
PASSED ... FILE OF THE
LEARNED II ADDL. SENIOR <b>CIVIL</b> JUDGE, BELGAUM AND <b>ALLOW</b>
THIS <b>APPEAL</b> AND SET ASIDE THE JUDGMENT AND AWARD DATED
28.03.2013 PASSED "
,Supreme Court of India,,,,,,dismissed,,"<b>Appeal</b> Nos.  2976  of
1991 and 2674 of 1982 are accordingly <b>dismissed</b>.
 
       <b>CIVIL</b> <b>APPEAL</b> ... contentions raised in the
above-said  <b>appeals</b> cannot be accepted and the <b>appeals</b>	are,
consequently <b>dismissed</b>.
 
       <b>Civil</b> <b>Appeal</b> No.4082 of 1995 

       The only contention "
,Rajasthan High Court - Jodhpur,,,,,,dismissed,,"JUSTICE DINESH MAHESHWARI
                        .....
 

 BY THE COURT:
 

        This <b>appeal</b> stands <b>dismissed</b> vide common order made

in D.B. <b>Civil</b> Special <b>Appeal</b> (Writ) No.03991/2009:  Kuldeep ... JUSTICE DINESH MAHESHWARI
                        .....
 

 BY THE COURT:
 

        This <b>appeal</b> stands <b>dismissed</b> vide common order made

in D.B. <b>Civil</b> Special <b>Appeal</b> (Writ) No.03991/2009:  Kuldeep "
,Supreme Court of India,,,,,,dismissed,,"aside	 and
	the writ petition No. 850 of 1970 is <b>dismissed</b>.
	    <b>Civil</b> <b>Appeal</b> No. 1302 of 1972 is allowed, the  &#x27;impugned
	judgment ... <b>dismissed</b>.	 Cross-<b>appeals</b> Nos. 351-359 of	1972
	are <b>dismissed</b>.
  	    <b>Civil</b>  <b>Appeals</b> Nos. 1235 and 1236 of 1972  are  allowed,
	the impugned judgments "
,Supreme Court of India,,,,,,dismissed,,"INDIA

                        <b>CIVIL</b> APPELLATE JURISDICTION

                          <b>CIVIL</b> <b>APPEAL</b> NO.3501 OF 2004


National Insurance Co. Ltd.                   ...Appellant(s)

                                         Versus

Harbhajan Lal                                            ...Respondent(s)

With <b>Civil</b> <b>Appeal</b> ... <b>Civil</b> <b>Appeal</b> No.5554 of 2004:
            Perused the records.
            We do not find any ground to interfere with the impugned order.
          The <b>civil</b> <b>appeal</b> "
,Rajasthan High Court - Jodhpur,,,,,,dismissed,,"JUSTICE DINESH MAHESHWARI
                       .....
 

 BY THE COURT:
 

        This <b>appeal</b> stands <b>dismissed</b> vide common order made

in D.B. <b>Civil</b> Special <b>Appeal</b> (Writ) No.03992/2009:  Roshan ... JUSTICE DINESH MAHESHWARI
                       .....
 

 BY THE COURT:
 

        This <b>appeal</b> stands <b>dismissed</b> vide common order made

in D.B. <b>Civil</b> Special <b>Appeal</b> (Writ) No.03992/2009:  Roshan "
,Supreme Court of India,,,,,,dismissed,,"impugned judgment, the learned APTEL <b>dismissed</b>

the <b>appeal</b> of the Rajasthan Discoms and partly allowed the

<b>appeal</b> of APRL allowing its claims on the ground ... <b>appeal</b>,

being <b>Civil</b> <b>Appeal</b> No.11910 of 2018, before this Court. The said

<b>appeal</b> is also being decided in the present batch of <b>appeals</b> "
,Delhi District Court,,,,,,dismissed,,"<b>CIVIL</b> JUDGE, DWARKA DISTRICT 
                         COURTS IN <b>CIVIL</b> SUIT NO. 412/2012.




All <b>Appeals</b> against U/o 12 R 6  <b>CPC</b> :  &quot;All <b>Appeals</b> <b>Dismissed</b> ... <b>CIVIL</b> JUDGE, DWARKA DISTRICT 
                         COURTS IN <b>CIVIL</b> SUIT NO. 415/2012




All <b>Appeals</b> against U/o 12 R 6  <b>CPC</b> :  &quot;All <b>Appeals</b> <b>Dismissed</b> "
,Supreme Court of India,,,,,,dismissed,, U.P. State Electricity Board vs Shri Shiv Mohan Singh And Anr on 1 October 
